ciudad,codigo,indicador,indicator_code
El Salvador,SLV,Exportaciones de servicios (balanza de pagos," US$ a precios actuales),BX.GSR.NFSV.CD,,,,,,,,,,,,,,,,,116120000,112960000,120960000,133000000,138840000,124680000,117400000,135840000,165400000,223920000,241068392.362149,318140000,328000000,351020000,329233390.119251,310914760.914761,377115518.787999,405630177.506294,495832736.646141,462157917.281424,627869788.692176,776017130.620984,941861793.260999,1041000000,1174000000,1217800000,1279900000,1463991937.15393,1447869172.75003,1478030000,1515970000,1555560000,1534250000,1292215503.25538,1497961214.65485,1635961954.81226,1868022337.52143,2141858536.14548,2325778303.48667,2477082455.68829,2548882977.95316,2557317346.52386,2829386374.3219,3308799498.599,2197220961.13052,3103810003.83141,4322281857.85183,5108560271.51876,"
El Salvador,SLV,Exportaciones de productos de alta tecnología (% de las exportaciones de productos manufacturados),"TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.2617685391655,5.84780266747052,6.45176053947813,7.32301147785948,6.63578377381464,6.00783784534244,5.65538655234915,5.65258610761317,4.97701394933062,5.37320139679434,5.73736147193314,6.12699337415169,5.14076264668843,6.37122274852995,7.17516150721425,7.8500188873406,6.40401071272118,"
El Salvador,SLV,Índice de valor de las exportaciones (2015 = 100),"TX.VAL.MRCH.XD.WD,,,,,,,,,,,,,,,,,,,,,38.7394191368,31.9211531413,28.0247721813,29.4624742471,28.742821816,27.2073496012,30.2486424306,23.6788087961,24.3928514611,19.9346928232,23.3005505019,23.5610037773,23.9416662502,29.3185838306,33.814848786,29.987033799,32.4738519791,43.8551293372,44.5085998051,45.561413342,53.3849070257,51.9872062974,54.383264685,56.7793230778,59.9851402898,62.0433907357,67.2711545213,72.8710334239,84.2450499755,70.1790980991,81.6729175891,96.3560360398,96.9151163119,99.6742138536,96.2331472937,100,98.3863324935,104.5554567416,107.1943883276,107.1869460445,91.2738509738,120.3247883398,,,"
El Salvador,SLV,Exportaciones de mercaderías (US$ a precios actuales),"TX.VAL.MRCH.CD.WT,117000000,119000000,136000000,154000000,178000000,189000000,189000000,207000000,213000000,202000000,229000000,228000000,273000000,352000000,463000000,531000000,743000000,972000000,848000000,1223000000,967000000,797000000,699000000,735000000,717000000,679000000,755000000,591000000,609000000,498000000,582000000,588000000,796000000,1032000000,1249000000,1652000000,1789000000,2416000000,2452000000,2510000000,2941000000,2864000000,2996000000,3128000000,3305000000,3418000000,3706000000,4015000000,4641000000,3866000000,4499000000,5308000000,5339000000,5491000000,5302000000,5509000000,5420000000,5760000000,5905000000,5905000000,4805000000,6395000000,7115000000,6498000000,"
El Salvador,SLV,Seguro y servicios financieros (% de las exportaciones de servicios comerciales),"TX.VAL.INSF.ZS.WT,,,,,,,,,,,,,,,,,12.3790322580645,13.1216526396327,10.9729334308705,25.4473161033797,24.5654312889472,24.7191011235955,16.4113785557987,16.7922159447583,12.9619989588756,10.6522183602535,17.1876690102758,24.9358602995945,11.3543386205412,9.96192497347232,7.51733837722489,7.16889962661982,6.23450230251507,6.23409669211195,5.95177013853257,6.39934084042844,6.21104663657856,5.18095810181709,6.92241485306771,7.73978642108357,6.07643422999913,2.39470819727037,2.69511510387423,2.4055844382479,3.18569561617517,2.72839045684999,2.57925628059059,2.71774980870208,3.10747027622696,4.59113811777121,2.19882747014119,2.11739944405737,4.10148438476272,4.30934027597937,3.69211157102714,3.33640522057757,3.68125490733011,3.93330590242555,3.49411910545619,3.72806035122454,4.18577244175721,3.78496426941087,2.90977021926994,2.60140277149197,"
El Salvador,SLV,Exportaciones de materias primas para la actividad agrícola (% de mercaderías  importadas),"TX.VAL.AGRI.ZS.UN,,,,24.6418113410054,21.2827320849986,20.8091437939898,13.4240311206053,8.6082218205152,7.22660129237048,9.92843655505414,10.4516179330402,13.0282263713479,14.2446069187924,10.4288250040726,10.9406386593469,15.1268140728156,9.20705229752287,8.51734405976763,16.2237634865542,8.67986460495744,12.4704498282406,11.7553843461274,11.6445498663902,12.8495201959023,1.86771683114412,1.94179848217754,1.41380925179074,2.85716845789219,,,,,,,0.873815318126645,1.15259230375464,0.916729371874242,0.84248365906867,0.662526257311496,0.632600620854176,0.1996196208154,0.260695403478884,0.312091323294608,0.28673899414646,0.358461761357717,0.39914953173434,0.375439128042019,0.574101884128207,0.57003721533432,0.605967295196997,0.694104102642548,0.871304968665533,0.891970903917567,0.917685833876468,0.881772391099845,0.819983825552979,0.785996262630016,0.793007281378172,0.724091929793981,0.792048164994215,0.800630075500086,0.821602918989625,0.755819529800338,0.669720779257599,"
El Salvador,SLV,Servicios de transporte (% de las exportaciones de servicios," balanza de pagos),BX.GSR.TRAN.ZS,,,,,,,,,,,,,,,,,11.0575266965208,17.1033994334278,19.0145502645503,18.3759398496241,18.3232497839239,16.2335579082451,19.1822827938671,21.7020023557126,26.6747279322854,25.8127902822437,25.7074463537659,19.7145910605394,30.0365853658537,27.3374736482252,23.9322304519448,23.7512537612839,21.0910244211862,19.7450424929178,19.0619223659889,20.9342560553633,15.8268146261597,23.2523914643119,19.9005578462284,20.6340057636888,21.3713798977853,24.8727213007062,25.4004219079616,23.5315503628882,24.9552933925461,24.6774422711312,24.4266047481151,24.2054308416262,23.1337787192439,21.3903949692339,20.3224309783043,23.3387223686272,22.4288738341408,24.0868927518112,23.8397719772145,19.778389455908,17.6901718502727,18.8746143428873,16.83528082222,15.8929771445434,12.4265158008373,14.199336408848,14.0393241421231,12.7986262571219,"
El Salvador,SLV,Exportaciones de bienes (balanza de pagos," US$ a precios actuales),BX.GSR.MRCH.CD,,,,,,,,,,,,,,,,,744640000,973520000,801640000,1132320000,1075320000,798040000,699560000,757960000,725920000,678960000,777923188.68955,589600000,610640000,557500000,643879289.364809,586777546.777547,598146117.811223,741740168.782755,820850637.261922,1104792727.61887,1022958309.53741,1372962169.87866,1259280411.19361,1179000000,1334900000,1216800000,1240600000,1257800000,1384481000.39,1864100000,2254700000,2793700000,3275500000,2923576029.66,3473156738.59,4242593851.07,4242229301.06,4394930263.16,4294427681.85,4436976012.23,4322313880.15,4667395106.75,4735593477.97,4747910177,3919625501.14,5247580778.88,5841639355.93,5520612705.86,"
El Salvador,SLV,Impuestos a las exportaciones (% de la recaudación impositiva),"GC.TAX.EXPT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
El Salvador,SLV,Exportaciones de bienes y servicios (balanza de pagos," US$ a precios actuales),BX.GSR.GNFS.CD,,,,,,,,,,,,,,,,,860760000,1086480000,922600000,1265320000,1214160000,922720000,816960000,893800000,891320000,902880000,1018991581.0517,907740000,938640000,908520000,973112679.48406,897692307.692308,975261636.599222,1147370346.28905,1316683373.90806,1566950644.90029,1650828098.22959,2148979300.49964,2201142204.45461,2220000000,2508900000,2434600000,2520500000,2721791937.15393,2832350173.14003,3342130000,3770670000,4349260000,4809750000,4215791532.91539,4971117953.24486,5878555805.88227,6110251638.58143,6536788799.30548,6620205985.33667,6914058467.91829,6871196858.10316,7224712453.27385,7564979852.29191,8056709675.599,6116846462.27051,8351390782.71141,10163921213.7818,10629172977.3788,"
El Salvador,SLV,Exportaciones de servicios de TIC (balanza de pagos," US$ a precios actuales),BX.GSR.CCIS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70705820.760554,89548829.240434,78344039.971449,98343803.5408338,80200000,87900000,95500000,79800000,109600000,121000000,102600000,118400000,153930000,150660000,137040000,168872875,146484824.65,159065833.797384,146513796.977224,170620342.150199,184003058.866493,184310108.627831,204490986.236555,218200217.918728,243677932.207581,236306497.555701,323900388.94,387473330.12,422683011.12,"
